C. Autónoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Castilla y León,Palencia,Piso,Urbanizacion Ciudad del Golf,79,2,89500
Castilla y León,Palencia,Casa Rural,Diseminado Diseminados,70,2,130000
Castilla y León,Palencia,Piso,C Becerro de Bengoa 14,391,8,300000
Castilla y León,Palencia,Piso,Calle Mayor Antigua,100,3,45000
Castilla y León,Palencia,Piso,primero de junio,114,3,69900
Castilla y León,Palencia,Casa Rural,Calle del Corillo,244,6,38000
Castilla y León,Palencia,Piso,Cervera,90,3,139000
Castilla y León,Palencia,Piso,Calle Blas de Otero,90,3,84000
Castilla y León,Palencia,Piso,Calle Gil de Siloe,80,3,85000
Castilla y León,Palencia,Piso,Urbanizacion Ciudad del Golf 2,110,3,90000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,104,3,104000
Castilla y León,Palencia,Piso,Calle  Alonso Fernandez de Madrid 4,74,2,196245
Castilla y León,Palencia,Chalet,San Miguel,71,2,78000
Castilla y León,Palencia,Piso,Calle Mayor Antigua,120,4,65000
Castilla y León,Palencia,Piso,Calle Pintor Oliva,119,3,80000
Castilla y León,Palencia,Piso,Calle de Marta Dominguez,120,3,149000
Castilla y León,Palencia,Piso,Calle Palencia,63,2,49500
Castilla y León,Palencia,Piso,Calle  Alonso Fernandez de Madrid 4,62,2,202475
Castilla y León,Palencia,Piso,Avenida Primero de Junio,112,3,90000
Castilla y León,Palencia,Piso,Calle  Alonso Fernandez de Madrid 4,76,2,186900
Castilla y León,Palencia,Chalet,Calle San Andres 4,388,8,45000
Castilla y León,Palencia,Piso,Calle Munoz Bernal,119,3,125000
Castilla y León,Palencia,Chalet,C Eras del Rosal 7,26,3,190000
Castilla y León,Palencia,Piso,Avenida Manuel Rivera,57,2,150000
Castilla y León,Palencia,Piso,Calle San Juan de la Cruz 42 A,102,3,135000
Castilla y León,Palencia,Chalet,Camino Acejeros,11155,7,210000
Castilla y León,Palencia,Chalet,Plaza Del Arroyo,68,2,54000
Castilla y León,Palencia,Piso,Calle  Alonso Fernandez de Madrid 4,76,2,209150
Castilla y León,Palencia,Atico,Calle Julio Senador Gomez,70,2,180000
Castilla y León,Palencia,Piso,Calle Mayor Principal 90 -92,55,3,270000
Castilla y León,Palencia,Piso,Calle  Alonso Fernandez de Madrid 4,68,2,225225
Castilla y León,Palencia,Piso,Calle Cirilo Tejerina,40,1,74000
Castilla y León,Palencia,Piso,Calle  Alonso Fernandez de Madrid 4,69,2,215572
Castilla y León,Palencia,Piso,Calle Ninos de Coro,86,3,190000
Castilla y León,Palencia,Piso,Calle Infanta Catalina,46,1,45000
Castilla y León,Palencia,Piso,Calle Jose Zorrilla,108,3,290000
Castilla y León,Palencia,Piso,Calle Mayor Antigua,154,4,65000
Castilla y León,Palencia,Piso,Eras del Bosque - S Juanillo,72,2,51000
Castilla y León,Palencia,Chalet,Lantadilla,250,7,260000
Castilla y León,Palencia,Chalet,Calle el Rosario s/n,85,3,117800
Castilla y León,Palencia,Piso,Avenida de Casado del Alisal,90,3,195000
Castilla y León,Palencia,Piso,Calle Arroyal,105,3,93500
Castilla y León,Palencia,Duplex,Calle Avila,78,2,79000
Castilla y León,Palencia,Chalet,Grijota,102,3,90000
Castilla y León,Palencia,Chalet,Labradores,97,3,79500
Castilla y León,Palencia,Duplex,Paseo del Salon,85,3,420000
Castilla y León,Palencia,Chalet,Villamuriel de Cerrato,124,4,165000
Castilla y León,Palencia,Piso,Sector 8,90,3,150100
Castilla y León,Palencia,Piso,Calle del Tomillo s/n,79,2,32500
Castilla y León,Palencia,Piso,LOS ALAMOS,157,4,98000
Castilla y León,Palencia,Piso,Calle Salamanca s/n,89,3,24600
Castilla y León,Palencia,Piso,Centro,89,3,195000
Castilla y León,Palencia,Piso,Paseo Nuestra Senora de los Angeles,151,4,180000
Castilla y León,Palencia,Piso,Calle Garrachon Bengoa,98,3,159900
Castilla y León,Palencia,Chalet,Calle Ribera del Duero,199,5,470000
Castilla y León,Palencia,Chalet,El Cristo - Tejera,312,2,150000
Castilla y León,Palencia,Piso,Avenida Modesto Lafuente,135,5,190000
Castilla y León,Palencia,Piso,Centro,76,2,124000
Castilla y León,Palencia,Piso,REPUBLICA ARGENTINA,115,3,255000
Castilla y León,Palencia,Piso,Cardenal Cisneros,159,4,228000
Castilla y León,Palencia,Piso,Avenida Vinalta 48,27,3,138000
Castilla y León,Palencia,Piso,Avenida Santander,98,4,114900
Castilla y León,Palencia,Chalet,Carretera DEL MONTE,135,4,200000
Castilla y León,Palencia,Chalet,Calle Ontiveros,332,6,110000
Castilla y León,Palencia,Piso,Avenida de Castilla,129,4,174900
Castilla y León,Palencia,Casa Rural,Plaza QUCU 1,320,0,6000
Castilla y León,Palencia,Piso,Avenida de Asturias,70,3,67000
Castilla y León,Palencia,Piso,NICOLAS CASTELLANO,189,5,220000
Castilla y León,Palencia,Chalet,Urbanizacion Paramillo 1,122,4,250000
Castilla y León,Palencia,Chalet,Pan y Guindas,113,3,135000
Castilla y León,Palencia,Piso,Calle Virgen de la Esperanza,129,4,126000
Castilla y León,Palencia,Piso,Calle Santiago,64,2,83000
Castilla y León,Palencia,Chalet,Muro 21,149,4,18000
Castilla y León,Palencia,Chalet,LA FUENTE,143,4,390000
Castilla y León,Palencia,Piso,El Carmen - Fabrica de Armas,89,3,195000
Castilla y León,Palencia,Piso,Plaza Rabi Sem Tob,40,2,36000
Castilla y León,Palencia,Chalet,LA FUENTE,160,4,390000
Castilla y León,Palencia,Piso,Cardenal Cisneros,132,4,228000
Castilla y León,Palencia,Chalet,Carretera DEL MONTE,158,4,200000
Castilla y León,Palencia,Piso,Calle Labrador 18,102,3,161900
Castilla y León,Palencia,Piso,Calle de la Vera Cruz,99,3,109900
Castilla y León,Palencia,Piso,Plaza Ines de osorio 1,112,3,165000
Castilla y León,Palencia,Piso,Calle Manuel de Falla 5,87,3,34900
Castilla y León,Palencia,Chalet,TENERIFE,105,4,105000
Castilla y León,Palencia,Piso,Calle Becerro de Bengoa,158,4,235000
Castilla y León,Palencia,Estudio,Calle los Soldados 4,25,0,43000
Castilla y León,Palencia,Piso,Calle Maria de Molina,105,4,104000
Castilla y León,Palencia,Duplex,Calle COLON,81,3,145000
Castilla y León,Palencia,Chalet,Grijota,132,4,144000
Castilla y León,Palencia,Casa Rural,Calle Ontiveros 3,223,6,85000
Castilla y León,Palencia,Chalet,Calle Solana 27,137,4,115000
Castilla y León,Palencia,Chalet,Villaumbrales,800,4,60000
Castilla y León,Palencia,Chalet,El Cristo - Tejera,99,3,115000
Castilla y León,Palencia,Chalet,Barrio Jose Gomez Briz,100,3,178000
Castilla y León,Palencia,Piso,San Antonio,84,3,90000
Castilla y León,Palencia,Piso,Calle Eras del Bosque,64,2,54900
Castilla y León,Palencia,Piso,Calle Obispo Lozano,146,4,238000
Castilla y León,Palencia,Chalet,Calle la Ojeda,270,4,169900
Castilla y León,Palencia,Piso,asturias,86,3,179000
Castilla y León,Palencia,Piso,San Antonio,80,3,29000
Castilla y León,Palencia,Chalet,Calle Hermano Bernardo,112,1,43000
Castilla y León,Palencia,Piso,Calle Valentin Calderon,43,1,54000
Castilla y León,Palencia,Piso,Calle de las Eras,98,3,41000
Castilla y León,Palencia,Piso,Calle Cocheras,89,3,45500
Castilla y León,Palencia,Piso,Avenida Asturias,92,3,80000
Castilla y León,Palencia,Piso,Calle Mayor Antigua,71,2,99000
Castilla y León,Palencia,Piso,Camino Viejo de Valladolid 16,49,1,75000
Castilla y León,Palencia,Piso,Calle Mayor Principal,90,3,158000
Castilla y León,Palencia,Chalet,Ciudad de la Juventud,119,3,155000
Castilla y León,Palencia,Piso,Agustina de Aragon,70,2,68000
Castilla y León,Palencia,Piso,Calle Don Pelayo,98,3,99500
Castilla y León,Palencia,Piso,Calle Colon,49,1,45125
Castilla y León,Palencia,Piso,Calle Cardenal Almaraz,149,4,169000
Castilla y León,Palencia,Piso,Calle Manflorido,100,3,67000
Castilla y León,Palencia,Chalet,Calle Vergara,173,3,49000
Castilla y León,Palencia,Piso,Calle Agentes Comerciales,108,3,108000
Castilla y León,Palencia,Piso,Calle Obispo Lozano,135,4,238000
Castilla y León,Palencia,Piso,San Antonio,114,3,29000
Castilla y León,Palencia,Piso,Calle Gran Capitan,71,2,130000
Castilla y León,Palencia,Piso,Barrio y Mier 25,91,3,69000
Castilla y León,Palencia,Piso,Calle Guzman el Bueno,102,3,40000
Castilla y León,Palencia,Piso,La Puebla,65,2,89000
Castilla y León,Palencia,Piso,Calle General San Martin,118,3,126116
Castilla y León,Palencia,Piso,Calle Urbanizacion la Setura 13,100,3,128000
Castilla y León,Palencia,Piso,Calle de las Eras,98,3,41000
Castilla y León,Palencia,Piso,Calle Mayor Principal,90,3,158000
Castilla y León,Palencia,Duplex,Calle Mayor Antigua,123,4,134900
Castilla y León,Palencia,Piso,Los Olmillos,112,3,90000
Castilla y León,Palencia,Piso,Agustina de Aragon,76,2,68000
Castilla y León,Palencia,Piso,Tercer Barrio,97,3,95000
Castilla y León,Palencia,Piso,San Antonio,88,3,90000
Castilla y León,Palencia,Piso,Calle Don Miro,126,4,240000
Castilla y León,Palencia,Piso,Calle Valentin Calderon,49,1,54000
Castilla y León,Palencia,Piso,Calle Cocheras,80,3,45500
Castilla y León,Palencia,Piso,Calle albacete,114,3,99500
Castilla y León,Palencia,Piso,Calle Blas de Otero,104,3,100000
Castilla y León,Palencia,Piso,Cardenal Cisneros,83,3,275000
Castilla y León,Palencia,Piso,Calle Padre Claret,112,3,172000
Castilla y León,Palencia,Piso,Calle Mayor 36,82,3,120000
Castilla y León,Palencia,Piso,Avenida Modesto Lafuente,123,5,250000
Castilla y León,Palencia,Atico,Calel Avila,95,3,177000
Castilla y León,Palencia,Piso,Calle Castillo de Magaz,87,3,27550
Castilla y León,Palencia,Piso,Avenida Cardenal Cisneros,83,3,73000
Castilla y León,Palencia,Piso,Calle la Puebla,94,3,119000
Castilla y León,Palencia,Piso,Calle Anastasia Santamaria,94,3,60000
Castilla y León,Palencia,Piso,Calle Colon,176,5,89000
Castilla y León,Palencia,Piso,Calle Juan Ramon Jimenez,150,5,180000
Castilla y León,Palencia,Piso,Calle la Cestilla,73,2,105000
Castilla y León,Palencia,Piso,Avenida Valladolid,98,3,209000
Castilla y León,Palencia,Piso,Calle Los Pastores,60,2,88000
Castilla y León,Palencia,Piso,Calle Barredo Viejo,120,3,60000
Castilla y León,Palencia,Chalet,Urbanizacion el Tiento,600,3,155000
Castilla y León,Palencia,Piso,Calle los Gatos,53,1,59900
Castilla y León,Palencia,Piso,Calle Becerro de Bengoa,110,3,340000
Castilla y León,Palencia,Piso,Urbanizacion Castillo de Magaz,116,3,33000
Castilla y León,Palencia,Piso,Calle Colon,82,3,70000
Castilla y León,Palencia,Piso,Calle San Juan de la Cruz,100,3,135000
Castilla y León,Palencia,Chalet,Calle Miguel Hernandez,275,4,253000
Castilla y León,Palencia,Atico,Plaza Cristiana Garcia,65,2,75000
Castilla y León,Palencia,Piso,Calle Ferrocarril,90,3,179000
Castilla y León,Palencia,Piso,Calle Becerro de Bengoa,94,3,340000
Castilla y León,Palencia,Atico,Calle Mayor Principal,173,4,220000
Castilla y León,Palencia,Piso,Calle Gil de Fuentes 8,93,3,253000
Castilla y León,Palencia,Piso,Labrador,79,2,87000
Castilla y León,Palencia,Piso,San Antonio,62,2,130000
Castilla y León,Palencia,Chalet,Calle Abajo,109,3,175000
Castilla y León,Palencia,Piso,Calle Los Pastores,60,2,88000
Castilla y León,Palencia,Piso,San Antonio,78,2,137000
Castilla y León,Palencia,Piso,Avenida Casado del Alisal,108,3,255000
Castilla y León,Palencia,Atico,Calel Avila,95,3,177000
Castilla y León,Palencia,Piso,Avenida Cardenal Cisneros,94,3,73000
Castilla y León,Palencia,Piso,Calle las Cantigas,93,3,151900
Castilla y León,Palencia,Piso,Urbanizacion Castillo de Magaz,108,3,33000
Castilla y León,Palencia,Piso,San Antonio,71,2,130000
Castilla y León,Palencia,Piso,MANUEL FALLA,99,3,43000
Castilla y León,Palencia,Piso,Calle Quintana 2,8,4,65000
Castilla y León,Palencia,Chalet,Urbanizacion el Tiento,600,3,155000
Castilla y León,Palencia,Piso,Cardenal Cisneros,81,3,275000
Castilla y León,Palencia,Piso,Avenida Cardenal Cisneros,98,3,125000
Castilla y León,Palencia,Piso,Avenida Republica Argentina,126,3,179500
Castilla y León,Palencia,Piso,Avenida Reyes Catolicos,134,4,120000
Castilla y León,Palencia,Piso,Calle la Puebla,82,3,119000
Castilla y León,Palencia,Piso,CARACAS,100,3,99000
Castilla y León,Palencia,Duplex,Calle Parada,120,3,85000
Castilla y León,Palencia,Chalet,Avenida Gomez Manrique Boc,94,3,75000
Castilla y León,Palencia,Chalet,Calle Viviendas Protegidas 28 -2,119,3,45000
Castilla y León,Palencia,Piso,Avenida Cardenal Cisneros,74,2,129000
Castilla y León,Palencia,Piso,Santo Domingo de Guzman,113,3,223000
Castilla y León,Palencia,Piso,Calle Gaspar Arroyo,78,3,100000
Castilla y León,Palencia,Piso,Calle Colon,187,5,89000
Castilla y León,Palencia,Piso,Plaza Buenos Aires,86,3,140000
Castilla y León,Palencia,Piso,Calle Colon,118,3,70000
Castilla y León,Palencia,Piso,Calle Eugenia de Montijo 2,4,3,60000
Castilla y León,Palencia,Chalet,Calle Carretera 21,1000,3,177000
Castilla y León,Palencia,Piso,Avenida Modesto Lafuente,123,5,250000
Castilla y León,Palencia,Piso,Calle Diaz Caneja,80,3,163000
Castilla y León,Palencia,Piso,Avenida Cardenal Cisneros,110,3,73000
Castilla y León,Palencia,Piso,Calle Infanta Catalina,75,2,80000
Castilla y León,Palencia,Piso,Torres Quevedo,91,3,68000
Castilla y León,Palencia,Piso,Calle Blas de Otero,81,3,100000
Castilla y León,Palencia,Duplex,SANTA MARIA,89,3,280000
Castilla y León,Palencia,Chalet,Avenida del Progreso,400,3,155000
Castilla y León,Palencia,Piso,San Antonio,60,2,130000
Castilla y León,Palencia,Piso,Avenida Cardenal Cisneros,67,2,129000
Castilla y León,Palencia,Piso,Calle Los Pastores,60,2,88000
Castilla y León,Palencia,Piso,valverde,107,3,100000
Castilla y León,Palencia,Piso,Calle Colon,187,5,89000
Castilla y León,Palencia,Piso,Calle Eugenia de Montijo 2,4,3,60000
Castilla y León,Palencia,Casa Rural,Calle Fray Luis de Leon,250,3,80000
Castilla y León,Palencia,Piso,Calle Mayor 36,98,3,120000
Castilla y León,Palencia,Piso,Los Olmillos,82,3,84000
Castilla y León,Palencia,Piso,Calle Ignacio Martinez de Azcoitia,74,2,62000
Castilla y León,Palencia,Piso,CARACAS,105,3,99000
Castilla y León,Palencia,Piso,Calle Barredo Viejo,118,3,60000
Castilla y León,Palencia,Piso,Avenida Republica Argentina,126,3,179500
Castilla y León,Palencia,Piso,Plaza Buenos Aires,86,3,140000
Castilla y León,Palencia,Piso,Calle Anastasia Santamaria,80,3,60000
Castilla y León,Palencia,Piso,Avenida Valladolid s/n,123,4,148000
Castilla y León,Palencia,Piso,JULIAN DIEZ,104,3,87000
Castilla y León,Palencia,Piso,Calle Juan Ramon Jimenez,150,5,180000
Castilla y León,Palencia,Piso,Calle las Cantigas,98,3,151900
Castilla y León,Palencia,Duplex,Calle Parada,110,3,85000
Castilla y León,Palencia,Piso,Avenida Santander 38,79,2,145000
Castilla y León,Palencia,Piso,Calle la Puebla 14,4,4,225000
Castilla y León,Palencia,Piso,Menendez Pidal,104,3,95000
Castilla y León,Palencia,Piso,Villalobon,799,2,95000
Castilla y León,Palencia,Estudio,Calle de Miguel de Benavides 9,29,0,93000
Castilla y León,Palencia,Piso,Venta de Banos,102,3,85000
Castilla y León,Palencia,Piso,Avenida Derechos Humanos,107,3,160000
Castilla y León,Palencia,Piso,San Antonio,37,3,32000
Castilla y León,Palencia,Piso,Calle Rio Valdeginate,58,1,65000
Castilla y León,Palencia,Piso,Calle Marino Rodriguez,65,2,72500
Castilla y León,Palencia,Casa Rural,Calle Mayor 8,134,4,140000
Castilla y León,Palencia,Piso,Abarca,163,3,393530
Castilla y León,Palencia,Piso,Villalobon,799,2,93000
Castilla y León,Palencia,Casa Rural,Calle Mayor Trya 27 A,54,0,52000
Castilla y León,Palencia,Piso,Calle Marino Rodriguez,65,2,72500
Castilla y León,Palencia,Piso,Abarca,163,3,393530
Castilla y León,Palencia,Piso,Eras del Bosque - S Juanillo,78,2,49900
Castilla y León,Palencia,Estudio,Abarca,163,0,152163
Castilla y León,Palencia,Piso,Calle Juana de Arco 2,197,5,187000
Castilla y León,Palencia,Piso,Villalobon,799,2,93000
Castilla y León,Palencia,Piso,Venta de Banos,88,3,85000
Castilla y León,Palencia,Piso,Calle San Juan,67,2,42000
Castilla y León,Palencia,Chalet,Calle Mirador de Cervera 1,144,4,240000
Castilla y León,Palencia,Piso,Avenida Santander 38,80,2,145000
Castilla y León,Palencia,Piso,Menendez Pidal,86,3,95000
Castilla y León,Palencia,Chalet,Pinos,93,3,90000
Castilla y León,Palencia,Piso,Plaza de Cervantes 6,119,3,42000
Castilla y León,Palencia,Casa Rural,Calle Mayor Trya 27 A,54,0,52000
Castilla y León,Palencia,Casa Rural,Calle Mayor Cast 22,100,3,20000
Castilla y León,Palencia,Piso,Centro,130,4,245000
Castilla y León,Palencia,Piso,Villalobon,799,2,95000
Castilla y León,Palencia,Piso,Centro,120,4,99000
Castilla y León,Palencia,Piso,Calle Independencia 2,101,3,189900
Castilla y León,Palencia,Piso,Calle Puerto Lumbreras,89,3,64000
Castilla y León,Palencia,Piso,Calle las Cantigas 11,87,3,151900
Castilla y León,Palencia,Chalet,El Carmen - Fabrica de Armas,116,3,269500
Castilla y León,Palencia,Chalet,Calle Eras del Rosal 15,89,3,246000
Castilla y León,Palencia,Piso,Urbanizacion Virgen del Milagro,114,3,59000
Castilla y León,Palencia,Chalet,Aguilar de Campoo,308,8,136000
Castilla y León,Palencia,Chalet,El Cristo - Tejera,119,3,110000
Castilla y León,Palencia,Piso,Calle Juan Ramon Jimenez 5,117,3,185500
Castilla y León,Palencia,Piso,Calle Mayor Antigua,90,3,169000
Castilla y León,Palencia,Casa Rural,La Fragua s/N s/n sN,298,5,35000
Castilla y León,Palencia,Piso,Calle Guadalajara 1,106,3,73000
Castilla y León,Palencia,Atico,Calle Menendez Pelayo 10,92,3,179000
Castilla y León,Palencia,Casa Rural,Lugar Puente de Don Guarin 17,442,10,192000
Castilla y León,Palencia,Piso,Centro,102,3,337000
Castilla y León,Palencia,Chalet,Calle Maltesa 3,158,4,235000
Castilla y León,Palencia,Piso,San Antonio,4,5,207000
Castilla y León,Palencia,Chalet,Calle la Canal 13,104,3,175000
Castilla y León,Palencia,Chalet,Plaza Espana 28,96,3,640000
Castilla y León,Palencia,Chalet,Calle Santiago,146,4,175000
Castilla y León,Palencia,Piso,Calle Balmes s/n,103,3,149900
Castilla y León,Palencia,Piso,Calle Diagonal 1,80,3,115000
Castilla y León,Palencia,Piso,Calle Silvano Izquierdo s/n,4,3,36000
Castilla y León,Palencia,Piso,Calle Hijas de la Caridad 1,97,3,148500
Castilla y León,Palencia,Piso,Calle la Puebla 14,115,4,218000
Castilla y León,Palencia,Piso,Calle Balmes s/n,83,3,149900
Castilla y León,Palencia,Piso,Calle Mayor,106,3,79000
Castilla y León,Palencia,Piso,Calle Puente 2,78,2,125000
Castilla y León,Palencia,Chalet,Calle la Canal 13,98,3,175000
Castilla y León,Palencia,Chalet,Calle Santiago,145,4,175000
Castilla y León,Palencia,Chalet,Calle Mercedes Junco Calderon 7,51,5,449000
Castilla y León,Palencia,Piso,Calle Alfonso X el Sabio s/n,90,3,65000
Castilla y León,Palencia,Atico,Calle Alberto Gomez Arroyo s/n,40,2,159000
Castilla y León,Palencia,Piso,La puebla,104,3,129900
Castilla y León,Palencia,Chalet,Avenida Zapata Vib 25,190,5,32000
Castilla y León,Palencia,Piso,Plaza de Espana 4,11434,4,178000
Castilla y León,Palencia,Atico,Calle Isabel la Catolica 3,73,2,55000
Castilla y León,Palencia,Piso,Avenida Santander,90,4,109000
Castilla y León,Palencia,Piso,Avenida Santander,137,4,114900
Castilla y León,Palencia,Piso,Corral de la Cerera,109,3,164000
Castilla y León,Palencia,Piso,Calle Diagonal 1,80,3,115000
Castilla y León,Palencia,Atico,MENENDEZ PELAYO,80,3,179000
Castilla y León,Palencia,Piso,Juan Ramon Jimenez,92,3,27000
Castilla y León,Palencia,Piso,Avenida Modesto Lafuente 12,90,3,250000
Castilla y León,Palencia,Piso,Plaza Pio XII 7,191,5,370500
Castilla y León,Palencia,Piso,Camino Santa Eufemia 27,75,2,78000
Castilla y León,Palencia,Piso,ACACIAS,65,2,35000
Castilla y León,Palencia,Chalet,La Fuente,160,4,93000
Castilla y León,Palencia,Atico,Calle el Pajar,55,1,75000
Castilla y León,Palencia,Piso,La Calleja 15,62,2,65000
Castilla y León,Palencia,Piso,Calle el Pajar,115,3,120000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,102,3,52000
Castilla y León,Palencia,Piso,Calle Infanta Catalina,80,2,80000
Castilla y León,Palencia,Casa Rural,Real Rueda 7,50,0,45000
Castilla y León,Palencia,Piso,Plaza de Juan Martin 5,42,1,105000
Castilla y León,Palencia,Piso,Calle Mayor Principal,300,5,575000
Castilla y León,Palencia,Atico,Avenida Simon Nieto 18,120,3,275000
Castilla y León,Palencia,Chalet,Calle Jorge Manrique 6,1200,6,300000
Castilla y León,Palencia,Casa Rural,Barrio Abajo Canduela 21,140,3,35000
Castilla y León,Palencia,Piso,Calle Blas de Otero,90,3,85000
Castilla y León,Palencia,Piso,Avenida Valladolid,115,3,74000
Castilla y León,Palencia,Piso,Calle Santiago,64,2,75000
Castilla y León,Palencia,Piso,Allende el Rio,71,2,88000
Castilla y León,Palencia,Piso,Plaza de Juan Martin 5,40,1,105000
Castilla y León,Palencia,Piso,Calle Mayor Principal,300,5,575000
Castilla y León,Palencia,Piso,Calle Blas de Otero,108,3,85000
Castilla y León,Palencia,Casa Rural,Real Rueda 7,41,0,45000
Castilla y León,Palencia,Piso,Calle Parada s/n,48,2,83000
Castilla y León,Palencia,Piso,Gomez Briz 50,35,3,80000
Castilla y León,Palencia,Piso,Camino Santa Eufemia 27,75,2,78000
Castilla y León,Palencia,Piso,Virgen del Milagro,70,2,75000
Castilla y León,Palencia,Chalet,pajarillos,101,3,95000
Castilla y León,Palencia,Piso,Cenera de Zalima 2,110,3,89000
Castilla y León,Palencia,Piso,Calle el Pajar,101,3,120000
Castilla y León,Palencia,Piso,Plaza Rabi Sem Tob,80,2,38000
Castilla y León,Palencia,Piso,Calle Mayor Principal,109,3,410000
Castilla y León,Palencia,Piso,Calle Primera Universidad de Espana,95,3,52000
Castilla y León,Palencia,Atico,Calle Padre Claret,78,2,165000
Castilla y León,Palencia,Piso,Plaza Donantes de Sangre 1,61,3,32070
Castilla y León,Palencia,Piso,Calle Anastasia Santamaria,5,2,70000
Castilla y León,Palencia,Piso,Calle mayor principal,109,3,320000
Castilla y León,Palencia,Piso,C/Barrio Nuevo 13,85,3,80000
Castilla y León,Palencia,Chalet,Avenida Palencia,112,3,101650
Castilla y León,Palencia,Piso,Centro,95,3,129000
Castilla y León,Palencia,Casa Rural,BARRUELO DE SANTULLAN s/n,62,2,22000
Castilla y León,Palencia,Chalet,arapiles,100,3,94900
Castilla y León,Palencia,Casa Rural,Cristobal Colon 14,110,4,79000
Castilla y León,Palencia,Chalet,El Cristo - Tejera,140,5,115000
Castilla y León,Palencia,Piso,vera cruz,80,3,109900
Castilla y León,Palencia,Piso,Pintor Oliva,102,3,119000
Castilla y León,Palencia,Piso,Centro,148,4,169000
Castilla y León,Palencia,Casa Rural,Barga 1,198,5,45000
Castilla y León,Palencia,Piso,Avenida del Corro,107,3,49000
Castilla y León,Palencia,Piso,Villalobon,116,3,100000
Castilla y León,Palencia,Piso,Calle Becerro de Bengoa,203,6,420000
Castilla y León,Palencia,Chalet,Revilla de Santullan 2 C,289,4,94000
Castilla y León,Palencia,Piso,MENENDEZ PIDAL,110,3,95000
Castilla y León,Palencia,Chalet,Avenida Derechos Humanos,108,3,66000
Castilla y León,Palencia,Piso,Plazo Pablo Guaza 3,96,3,65000
Castilla y León,Palencia,Piso,Andres Anderez 5,78,2,56000
Castilla y León,Palencia,Piso,Centro,143,4,190000
Castilla y León,Palencia,Piso,Centro,113,3,125000
Castilla y León,Palencia,Chalet,Avenida Palencia,96,3,101650
Castilla y León,Palencia,Piso,Avenida de Vinalta,84,3,134000
Castilla y León,Palencia,Piso,Calle Becerro de Bengoa,244,6,420000
Castilla y León,Palencia,Piso,Andres Anderez 5,60,2,56000
Castilla y León,Palencia,Piso,Calle Santa Barbara,83,3,35150
Castilla y León,Palencia,Piso,C/Barrio Nuevo 13,85,3,80000
Castilla y León,Palencia,Piso,Villalobon,95,3,100000
Castilla y León,Palencia,Piso,vera cruz,80,3,109900
Castilla y León,Palencia,Piso,Derechos Humanos,81,3,160000
Castilla y León,Palencia,Casa Rural,BARRUELO DE SANTULLAN s/n,65,2,22000
Castilla y León,Palencia,Duplex,Calle Modesto Lafuente 4,157,4,190000
Castilla y León,Palencia,Casa Rural,Fuentes de Nava,6,2,33000
Castilla y León,Palencia,Chalet,Calle Arrabal 38,18,4,115000
Castilla y León,Palencia,Piso,Eras del Bosque - S Juanillo,116,3,80000
Castilla y León,Palencia,Chalet,paramillo 16,118,3,200000
Castilla y León,Palencia,Piso,Calle Teofilo Ortega 10,107,3,154000
Castilla y León,Palencia,Piso,Calle Don Pelayo 16,17,3,160000
Castilla y León,Palencia,Piso,Calle Fernando IV 5,116,3,95000
Castilla y León,Palencia,Casa Rural,Avenida Carmen Montes 23,400,6,240000
Castilla y León,Palencia,Casa Rural,Calle Eladio Santander s/n,118,3,36000
Castilla y León,Palencia,Atico,Calle Rio Valdavia 7  - 5o- G,64,2,148000
Castilla y León,Palencia,Chalet,Calle Victor Fragoso del Toro 51,100,5,595000
Castilla y León,Palencia,Chalet,Barrio Canal 11,50,4,490000
Castilla y León,Palencia,Casa Rural,Calle MAYOR 7,94,9,185000
Castilla y León,Palencia,Piso,Calle Don Pelayo,102,3,136500
Castilla y León,Palencia,Chalet,Calle Trancaderos 2,176,4,82000
Castilla y León,Palencia,Casa Rural,Norte 3,169,5,120000
Castilla y León,Palencia,Chalet,Calle Solana 14,142,7,210000
Castilla y León,Palencia,Casa Rural,Calle Jose Gallo 1,256,7,35000
Castilla y León,Palencia,Chalet,Calle Alta Ru P 17,180,7,240000
Castilla y León,Palencia,Duplex,calle arbol del paraiso,145,3,240000
Castilla y León,Palencia,Chalet,Calle Antonio Machado 6,151,4,149000
Castilla y León,Palencia,Casa Rural,Calle Real Cill 8,126,4,60000
Castilla y León,Palencia,Casa Rural,Calle de la Iglesia 24,151,4,165000
Castilla y León,Palencia,Chalet,Urbanizacion Ciudad del Golf 1 manzana,200,4,210000
Castilla y León,Palencia,Casa Rural,Calle Fuente Era 14,38,5,29000
Castilla y León,Palencia,Piso,Calle Felipe Prieto,119,3,225000
Castilla y León,Palencia,Piso,Calle Fabrica Nacional 7,109,3,165000
Castilla y León,Palencia,Piso,Calle los Olmillos 10,84,3,116000
Castilla y León,Palencia,Piso,Calle las Huertas 11,12,3,110000
Castilla y León,Palencia,Chalet,Calle la adobera 7,150,4,215000
Castilla y León,Palencia,Chalet,Calle Victor Fragoso del Toro 51,100,5,595000
Castilla y León,Palencia,Casa Rural,Calle Fuente Era 14,38,5,29000
Castilla y León,Palencia,Casa Rural,Calle Barrio Nuevo 32,147,4,68500
Castilla y León,Palencia,Piso,Calle Felipe Prieto,98,3,225000
