Provincia,Id del anuncio,Título,Tipo de inmueble,Descripción,Teléfono,Dirección,Precio,Habitaciones
Islas Baleares,101021518,Piso,Piso,"Piso con vistas al Castillo de Bellver. Esta vivienda tiene una superficie de unos 100m2 aprox. y consta de un salón comedor con cocina integrada amueblada y equipada, 3 habitaciones, armarios, 2 baños (1 en suite), suelos porcelánicos, aire acondicionado frío/calor, 2 balcones, muy luminoso, vistas al Castillo de Bellver y parciales al mar. Finca con ascensor y muy pocos años de antigüedad. Zona próxima al centro de Palma. Zona con todos los servicios, supermercados, farmacias,...",871240801,barrio Sta Catalina - El Jonquet,445000,3
Islas Baleares,101621687,"Casa independiente en Calle del Pontarró, 43",Chalet,"Finca del s. XIX en venta en Alaró pueblo Excelente oportunidad de inversión y vistas a Tramuntana Con más de 12.700 m² de terreno, esta propiedad cuenta con una casa principal de más de 450 m² construidos con vistas a la montaña y a la piscina, pista de tenis y dos grandes casas de invitados independientes con aparcamiento propio, además de establos para caballos y cancha de tenis (no utilizados en los últimos cuatro años), huerto, jardín de aromáticas y la gran zona de piscina con su casita. ATENCIÓN INVERSORES - Datos a tener en cuenta para las numerosas posibilidades de negocio: *Construcción de edificaciones adicionales hasta un total de 1.100 m² de superficie habitable + garaje en la parte urbana de la propiedad que discurre por la calle del pueblo *Rehabilitación de los edificios existentes en esta propiedad para boutique/eco hotel, muy solicitado en la zona de Alaró *Potencial para una inversión más dinámica como un aparcamiento de varios niveles en parte del terreno, que se encuentra en una ubicación mui privilegiada. Tal y como está, el edificio principal tiene tres plantas y unos 450 m² habitables con una terraza de unos 25 m² en la segunda planta con vistas a la montaña. En la planta de entrada y con acceso desde la sala de estar superior, frente a la piscina, hay también una terraza más grande, un amplio y elegante vestíbulo, dos salas de estar, un comedor, cocina extragrande con entrada trasera, habitación de invitados con un baño adjunto y la bonita escalera que conduce a la planta superior. Se suma a esta planta un sótano sin utilizar. La segunda planta cuenta con un amplio rellano, dos grandes dormitorios, uno de ellos con baño en suite y una generosa terraza, además de vestidor que puede convertirse fácilmente en un dormitorio doble extragrande, mientras la tercera aloja tres dormitorios dobles, dos baños y una gran zona de estar entre las habitaciones. Esta residencia familiar ha sido habitada por solo dos personas durante la última década y está en excelente estado y condición, si bien le conviene una actualización. El garaje tiene espacio para 3 coches. En cuanto al espacio para invitados, una de las casas cuenta con una cocina, comedor, baño y un despacho o posible dormitorio en la planta baja y dos salas de estar, dos dormitorios y un baño en el segundo piso. La segunda casa tiene una gran cocina con acceso a una bonita terraza, sala de estar y un baño en la planta baja. En la planta superior hay otros dos dormitorios con baños en suite y un dormitorio más. El equipamiento de la casa de invitados, habitada y en buenas condiciones, incluye calefacción y aire acondicionado Esta increíble ubicación ofrece un gran potencial para un inversor con buen ojo para la oportunidad y el reconocimiento del valor de Alaró pueblo.  .",871240727,"Calle del Pontarró, 43",5800000,12
Islas Baleares,101689940,Casa independiente,Chalet,"Chalet unifamiliar en solar de 1.125m2 aprox. con vistas al mar. Esta vivienda tiene una superficie de unos 371m2 aprox. En la planta baja encontramos un gran salón comedor con chimenea y salida a una terraza porche, gran cocina de 30m2 aprox. con horno de leña, lavandería, 2 habitaciones, 1 baño, aseo. En la planta piso encontramos 4 habitaciones, armarios, vestidor, 2 baños (1 en suite), terraza desde la habitación principal, calefacción por suelo radiante con caldera, descalcificador, placas solares, aljibe de 15.000 litros, garaje. Hay otra entrada con posibilidad para apartamento de invitados, árboles de varias especies, olivos, piscina con motor de natación contracorriente.",871240801,Maioris-Puig de Ros,1200000,6
Islas Baleares,97745672,Piso,Piso,"Apartamento de diseño en primera línea de mar con una terraza que mide 560m2 aprox. La vivienda tiene un amplio salón comedor de 22m2 con salida a la terraza, amplia cocina amueblada con office, 2 habitaciones, armario, 2 baños (1 en suite), suelos de gres parquet, aluminio, calefacción, aire acondicionado por conducto, plaza de parking. Esta vivienda se encuentra ubicada en una zona de playa, concretamente en primera línea de mar, donde encontramos un gran paseo peatonal.",871240801,barrio Les Maravelles,650000,2
Islas Baleares,101356023,Casa independiente en Major,Chalet,"PALMACASA INMOBILIARIA, ofrece en venta esta oportunidad! Se trata de una vivienda que data del año 1900 donde se conservan aun sus muros de piedra y con ello se mantiene el encanto de sus origenes.  Esta localizada en el centro de Muro, la propiedad requiere reforma integral y se encuentra situada en una zona tranquila y residencial. Originalmente estaba distribuida en dos plantas de 36 m2 cada una sobre un solar de 207 m2, con una excelente orientación que hace de la casa y su jardín un conjunto soleado. Muro es una localidad que destaca por sus playas, las cuales se situan a pcoos minutos del centro y ofreciendo una de las mejores arenas y aguas transparentes del Mediterraneo. La propiedad ofrece un abanico de posibilidades para lograr un proyecto de vivienda asequible a todos, dado el valor de venta al que se esta ofreciendo. En el entorno de Muro se tienen todo tipo de comercios que facilitan la vida cotidiana como: tiendas, colegio, supermercados, centro deportivo, bancos, bares y restaurantes, como su inigualable mercadillo semanal. NO LO DUDE Y CONTACTE CON PALMACASA Y PODREMOS REALIZAR UNA VISITA! MOVIL:  *** PALMACASA INMOBILIARIA ***.",871240525,MAJOR,88000,0
Islas Baleares,98752014,"Casa independiente en Calle dels Geranis, 5",Chalet,"Casa unifamiliar con piscina en venta en Colònia de Sant Pere Anexos y servicios en el residencial Mont Farrutx Esta preciosa casa unifamiliar aislada en la codiciada zona residencial de Mont Farrutx, en la Colònia de Sant Pere, dispone en la planta baja de recibidor, estar-comedor, cocina, baño, escalera a la planta piso y garaje, con una superficie de 117,45 m² más terraza de 25 m². En planta piso, accesible por la escalera, incluye distribuidor, cuatro dormitorios y baño en sus 85,55 m² más una terraza de 10 m². El resto de solar sin edificar se destina a accesos y jardín, además de la piscina compartida con el terreno colindante con una superficie total del solar de 375 m². Situada en un entorno privilegiado con la bahía de Alcudia al frente y el imponente pico que da nombre a la urbanización Mont Farrutx dentro de la cordillera montañosa del parque natural de Llevant como telón de fondo, la propiedad destila el encanto del pueblo, que mantiene la esencia de sus orígenes pescadores, así como cubre los requerimientos de ocio con su club náutico de nueva planta e instalaciones de vanguardia para disfrute de todas las edades, como la escuela de vela, piragüismo o pádel. Se suman, a un paseo de distancia, kilómetros de playas vírgenes de fina arena donde practicar buceo y caminos rurales para la práctica de senderismo o ciclismo, además de los preciosos pueblos vecinos de Artà, Capdepera o Alcúdia, a pocos kilómetros, con un tremendo legado cultural. ¿Te imaginas vivir aquí? ¡Esperamos tu llamada!",871240727,"Calle dels Geranis, 5",640000,4
Islas Baleares,102293260,Casa rural,Casa Rural,"Proyecto de construcción de una finca con piscina y garaje en una parcela de 52,985 m² en Algaida. Los actuales aprox. 484 m² de espacio habitable se dividirán de la siguiente manera: la planta baja incluye un gran hall de entrada, cocina con lavadero y acceso al garaje con 2 estacionamientos. Dos grandes salones con salida a la terraza aprox. 45 m2, más un dormitorio con baño en suite. En la primera planta hay 4 dormitorios y 2 baños mas un despacho. Agua y la electricidad se pueden adquirir de la cometida pero también dispone de un pozo privado. Incluido en el precio: Terreno, cimentacion más parte de la estructura. Hay que volver a solicitar la licencia de obras y adaptar el proyecto a la nueva legislación sobre construcción de marzo de 2020. Para más información, o para concertar una visita, no duden en contactar con nosotros. La información de este anuncio fue facilitada por parte de los propietarios, por lo cual nosotros no nos hacemos responsables de la exactitud de los datos.",871240761,Algaida,799000,5
Islas Baleares,101818022,Piso,Piso,"¡Bienvenido al apartamento en el edificio Portamar, ubicado en la maravillosa isla de Ibiza! Este encantador apartamento ofrece todo lo que necesitas. El edificio cuenta con una pista de pádel comunitaria, donde podrás jugar y divertirte con amigos y familiares. Además, podrás refrescarte en la amplia piscina comunitaria, perfecta para relajarte bajo el sol ibicenco. El apartamento en sí consta de tres dormitorios espaciosos y dos baños, lo que brinda comodidad y privacidad a todos los huéspedes. Además, cuenta con una acogedora terraza donde podrás disfrutar de una cena al aire libre por ejemplo. El salón es amplio y luminoso, ofreciendo un espacio perfecto para descansar y relajarse después de un día lleno de actividades. Aunque el apartamento tiene un toque antiguo, su encanto y carácter le dan un ambiente acogedor y auténtico. Podrás disfrutar de todas las comodidades necesarias para una estancia placentera, como una cocina completamente equipada. Además, su excelente ubicación te permite acceder fácilmente a las playas, restaurantes y lugares de interés de Ibiza.",871240994,Marina Botafoc - Talamanca,600000,3
Islas Baleares,101222208,Casa independiente,Chalet,"Este chalet para reformar se encuentra unos 7 km al norte del centro de Palma de Mallorca. Está en una PARCELA GRANDE (aprox. 3500 m²) en un lugar TRANQUILO con muy bonitas VISTAS A LA NATURALEZA (campos, colinas, Tramuntana). Tiene FÁCIL ACCESO a importantes arterias de tráfico y hay varias paradas de autobús en la zona. La propiedad se sitúa EN URBANO. La casa, construida en 1984, tiene licencia, cédula de habitabilidad y certificado de no infracción urbanística.  Distribución de la casa (aprox. 200 m²): en la planta piso salón-comedor, cocina con despensa, 3 dormitorios dobles, 2 baños, en la planta baja GARAJE para 1 coche y 2 amplias estancias. En la planta piso hay 2 terrazas con vistas abiertas (32 m² en total). Equipamiento: suelos de baldosas, armarios empotrados, doble cristal, calefacción a gasoil, POZO. Póngase en contacto con nosotros para más información o para una visita. No asumiremos ninguna responsabilidad por la información proporcionada. Referencia Kensington: KPP06884.",871240761,barrio Establiments - Son Sardina,675000,3
Islas Baleares,99339706,Casa independiente,Chalet,"Chalet unifamiliar en construcción en solar de 19.971m2 aprox. con vistas a la Serra de Tramuntana. Magnífica vivienda de 300m2 aprox. , amplio salón, comedor de 36m2, cocina amueblada con office, 4 habitaciones dobles con armarios, 3 baños con suite, aseo, suelos de gres porcelánico, climalit, aire acondicionado frío/calor, carpintería interior lacada en blanco, varios patios, bodega, terraza, porche, piscina, varios patios, garaje para 3 coches, viñedos, vistas a la Serra de Tramuntana, Primeras calidades.",871240801,Algaida,2900000,4
Islas Baleares,99837675,Casa independiente,Chalet,"Casa señorial del siglo XIX con vistas panorámicas 1562m2 construidos aprox. , Espectacular casa señorial de 975m2 construidos más 580m2 de jardines y terrazas con vistas panorámicas, amplias estancias con vistas, espectacular entrada principal con varias estancias, 8 dormitorios con posibilidad de amplia a más, varios baños. En perfecto estado de conservación, techos altos, vigas vistas, capilla, calefacción central, suelos hidráulicos, arcos de piedra natural.. . La mayoría de estancia con salida a jardines. Amplias terrazas, jardines con vistas panorámicas, torre con azotea y vistas a la Serra de Tramontana. Posibilidad de construir piscina. Cumple con los requisitos para reconvertir en hotel.",871240801,Fornalutx,3500000,8
Islas Baleares,101849407,Piso,Piso,"Palma centro. A Estrenar. Apartamento en zona Plaza España que consta de un salón comedor con cocina abierta amueblada, 1 habitación doble, armario, 1 baño, suelos de gres porcelánico, climalit, aire acondicionado frío/calor, balcón. El plazo de entrega será de 30 meses desde la concesión de la licencia de obras. La cocina viene equipada con encimera, horno y campana. Finca con ascensor. El plazo de entrega será de 30 meses desde la concesión de la licencia de obras. Muy buena situación. En pleno centro de Palma. Las imágenes son renders de nuestras obras.",871240801,barrio Pere Garau,250000,1
Islas Baleares,102360415,Casa independiente,Chalet,"Casa de pueblo totalmente reformada con vistas al monasterio de San Salvador. Esta vivienda tiene una superficie de unos 132 m2 aproximadamente y consta de un amplio salón comedor con chimenea, cocina abierta amueblada y equipada, 3 dormitorios dobles, baño completo, aseo, terraza en planta inferior de estilo mediterráneo con una fuente decorativa y otra terraza en la planta superior. Suelos de estilo microcemento, a. a. frio/calor, ventanas climalit, aerotermia. Vistas panorámicas al monasterios. Amueblado.",871240801,Artà,550000,3
Islas Baleares,101944553,"Piso en Calle de Valldargent, 4",Piso,"Taylorbuilding vende este exclusivo piso situado en la primera planta con 4 habitaciones dobles, 2 baños completos y tres terrazas. Este piso de 117 metros cuadrados y 13 de terrazas con orientación Este, está situado en la plaza Madrid, a escasos metros de Santa Catalina, Paseo Mallorca o el Fortí. En cuanto a distribución: Al entrar nos encontramos con un bonito hall-recibidor que nos lleva a las habitaciones, todas ellas amplias y luminosas con armarios. Tenemos un baño completo situado entre habitaciones. Si seguimos recorriendo nos encontramos con un pequeño salón con cocina completa y acceso a la terraza. Al volver al hall-recibidor iremos a la otra parte del piso con dos habitaciones dobles y terrazas propias y una sala amplia y luminosa con cocina completa y salón-comedor. En cuanto a calidades: Reformado, carpintería interior de madera, carpintería exterior de climalit con doble acristalamiento, suelo porcelanico, ascensor, tres terrazas amplias y privadas, gas ciudad, cocinas completas, céntrico, orientación Este. Para más información no dude en contactarnos. El plano podría no corresponder o el anuncio contener errores de publicación. Desde 1996.",871240794,"Calle de Valldargent, 4",349000,4
Islas Baleares,102296939,Casa independiente,Chalet,"La hermosa villa unifamiliar de 1031m2 está ubicada en CALVIA - SANTA PONSA y se extiende majestuosamente en tres plantas a lo largo de la ladera de una montaña, brindando impresionantes vistas panorámicas del pintoresco pueblo y del brillante mar en el horizonte. Con una orientación sureste, esta propiedad disfruta de la luz solar durante gran parte del día, iluminando cada rincón de la casa. Cercana a los mas famosos campos de golf de la zona y colegios internacionales. Un acceso privado conduce a la villa, que se abre hacia una planta principal llena de elegancia y comodidad. Un espacioso porche da la bienvenida a los visitantes, conduciéndolos a un recibidor que sirve como punto central de acceso. Desde aquí, se ingresa a un amplio salón con un área de comedor adyacente, creando un espacio ideal para el entretenimiento y la relajación. La cocina, equipada con muebles modernos y electrodomésticos de alta calidad, se integra perfectamente al salón, fomentando la interacción mientras se preparan deliciosas comidas. Desde el salón, se accede a una terraza acristalada que permite disfrutar de las vistas al mar y la montaña en cualquier época del año, y más allá de ella, se extiende una amplia terraza al aire libre que captura la esencia del entorno natural. En esta planta principal, también se encuentra un acogedor dormitorio y un baño completo con ducha, proporcionando un espacio privado para los huéspedes. Además, una coladuría práctica y un garaje con capacidad para dos autos, junto con espacio adicional para estacionar varios vehículos más, completan esta planta. Descendiendo a la planta inferior, se revela un dormitorio principal en suite, un verdadero refugio de lujo. Este dormitorio cuenta con un baño privado y un amplio vestidor, así como un acceso directo a un porche y a una impresionante terraza de 60 m2. Una piscina cubierta se convierte en el centro de atención de esta planta, adornada con vistas panorámicas y acompañada por un jacuzzi independiente. Tanto la piscina como el jacuzzi son accesibles desde la suite y directamente desde la terraza, ofreciendo un espacio indulgente para la relajación. La última planta, en la parte inferior de la casa, alberga un piso independiente con su propia entrada. Este espacio consta de una zona principal que integra una cocina abierta, un dormitorio y un baño completo. Una terraza de 40 m2 proporciona un lugar para disfrutar del aire fresco y las vistas serenas. La villa está diseñada para maximizar la exposición a la luz natural, gracias a su orientación afortunada. Los suelos de gres, el aire acondicionado por conductos y la carpintería alemana tipo climalit de PVC contribuyen al confort y la calidad de la propiedad. Además, la calefacción por suelo radiante garantiza un ambiente acogedor incluso durante los meses más fríos. En resumen, esta villa unifamiliar en CALVIA - SANTA PONSA es una residencia de ensueño que combina el lujo con el entorno natural, ofreciendo una vida sofisticada en un rincón privilegiado de la montaña, con vistas panorámicas que cautivan los sentidos.",871185380,Santa Ponça,1750000,3
Islas Baleares,97985667,Piso,Piso,"Palma. Zona Paseo Mallorca- Jaime III. Piso muy céntrico de diseño con 198m2 en zona Paseo Mallorca, amplio salón comedor de 45m2 aprox. , cocina de 15m2 amueblada y equipada con office, 3 habitaciones dobles, armarios empotrados, 3 baños (1 en suite), suelos de parquet, acristalamiento de climalit, calefacción, aire acondicionado, posibilidad de alquilar plaza de garaje. Reformado en el año 2018. Finca con ascensor. Zona céntrica muy cerca de Paseo Marítimo.",871240801,barrio Sant Jaume,720000,3
Islas Baleares,101732038,"Chalet en Camino de la Màniga, 1",Chalet,"Taylorbuilding vende exclusiva finca en Sencelles, cuenta con 260m2 construidos de vivienda en parcela de 24300m2, con dos habitaciones dobles, dos baños completos, garaje privado y taller. En cuanto a su distribución: Al entrar en la parcela nos encontramos con un camino de palmeras y vegetación que nos conduce hacia la casa, con una zona para aparcar los vehículos delimitada por arboles y un garaje privado anexionado a un precioso taller para almacenar herramientas y maquinaria. La casa tiene una enorme terraza cubierta que al cruzarla nos encontramos con la puerta principal, al entrar tenemos la cocina-comedor, completa con electrodomésticos de primera calidad y posteriormente el salón. Más adelante encontramos el baño completo exterior, el vestidor privado y la habitación enorme con acceso exterior al jardín. Junto a la casa encontramos otro apartamento anexionado que cuenta con habitación doble, baño completo exterior y posibilidad/espacio para poner cocina y comedor.   El jardín es precioso, repleto de arboles frutales muy bien cuidados y césped natural, tiene huerto propio y gallinero. Todo el regadío de la casa está automatizado. En cuanto a calidades: Suelo radiante, microcemento, carpintería exterior de alta calidad con doble acristalamiento, piscina, huerto, regadío automático, trastero, lavandería, taller, garaje propio, vestidor, puerta blindada, carpintería interior de madera teka, puerta automática, domótica y mucho más. Todo legalizado y con papeles en regla. ¡Para más información no dude en contactarnos! Desde 1996.",871240794,"Camino de la Màniga, 1",2200000,2
Islas Baleares,101447312,Casa independiente,Chalet,"A Estrenar. Villa de lujo en solar de 1.365m2 aproximadamente. Esta villa tiene una superficie de unos 445,70m2 aprox. y consta de un amplio salón comedor, cocina amueblada y equipada, coladuria, 5 amplias habitaciones dobles, sala, armarios, vestidor, 5 baños en suite, aseo, suelos de piedra caliza, climalit, suelo radiante, aire frio/calor bomba de aerotermia, descalcificador, garaje para 2 coches, terrazas, porches, piscina. Primeras calidades.",871240801,Sol de Mallorca,3700000,5
Islas Baleares,100514961,"Piso en Calle de Juan Gris, 57",Piso,"Piso muy luminoso y amplio en Son Cotoner con jardines y zona infantil. Se ditribuye en gran salón-comedor con acceso a un balcón, 3 dormitorios dobles, 2 baños completos uno de ellos es suite, y amplia cocina con coladuría. Dispone de plaza de parking y trastero. Suelos de parquet, carpintería interior de madera, carpintería exterior de aluminio con climalit, radiadores, bomba frío-calor. ¡No dude en ponerse en contacto con nosotros para visitarla!",871185230,"Calle de Juan Gris, 57",437000,3
Islas Baleares,102185750,Piso en Calle Benito Jerónimo Feijóo,Piso,"Bienvenido a su moderno oasis en el prestigioso complejo Club Marina de Puerto Portals, con acceso directo al mar y una ubicación privilegiada en la 5ª planta. Este apartamento modernizado con buen gusto cuenta con una superficie total de 70 m2, complementada con una acogedora terraza cerrada de 15 m2, que ofrece grandes ventanas luminosas desde donde se puede disfrutar de vistas al mar. Al entrar, descubrirá un salón-comedor de planta abierta que combina a la perfección estilo y funcionalidad. La cocina está equipada con electrodomésticos modernos y cuenta con una barra de desayuno, ideal para comidas informales y entretenimiento. El apartamento consta de dos dormitorios, ambos cuidadosamente diseñados con armarios empotrados para maximizar el espacio de almacenamiento. La habitación principal cuenta con el lujo añadido de un cuarto de baño en-suite, mientras que un segundo cuarto de baño separado atiende a los huéspedes y residentes por igual. Además, una zona de lavadero dentro del cuarto de baño garantiza la practicidad y la eficiencia. Disfrute de la zona de la piscina comunitaria, donde podrá relajarse y tomar el sol mientras disfruta de las impresionantes vistas del vibrante puerto y el brillante mar.",871240669,Calle Benito Jerónimo Feijóo,799000,2
Islas Baleares,101216084,"Chalet en Camino Vell de Grácia, 1",Chalet,"Taylorbuilding vende esta villa situada en las afueras de Llucmajor, con vistas al Puig de Randa. Se trata de un chalet independiente de 285m2 con 21.000m2 de parcela privada y constará de 4 dormitorios, 5 baños, piscina y parking para 4 vehículos.   Su distribución:   Al acceder al solar nos encontraremos con una zona reservada para el estacionamiento de los vehículos y al entrar en la finca daremos con la cocina, totalmente equipada con electrodomésticos de primera calidad y con estilo moderno  aún así preservando el carácter rural, en frente tendremos un salón-comedor muy amplio y luminoso con acceso a la terraza y la piscina infinity. Desde el salón nos encontramos con un pasillo de da a las habitaciones, todas ellas dobles con baño en suite completo y exterior.   En cuanto a calidades o a destacar: Piscina infinity, Suelo radiante, Aire por conductos, microcemento, puertas de madera maciza, ventanas de madera con doble acristalamiento, chimenea, terrazas amplias, parking privado para hasta 4 vehículos, domótica, puerta blindada, solar de 21.000m2, superficie útil de vivienda 285m2, zona muy tranquila con vistas despajadas, cocina completa con isla y electrodomésticos Miele, vinoteca...   ¡No dude en contactar con nosotros y haga una visita para conocer más a fondo la casa que estaba esperando! Información de alrededores: Llucmajor es el municipio más grande de la isla de Mallorca. Situado en el sureste de la isla, a sólo 15 minutos del aeropuerto. La finca encaja perfectamente en el idílico entorno rural y es un oasis de lujo cautivador. El lujo convertido en lenguaje arquitectónico con elementos que predeterminan las parcelas en una villa totalmente autosuficiente con paneles solares y un sistema aerotérmico.     Desde 1996.",871240794,"Camino Vell de Grácia, 1",4500000,4
Islas Baleares,101277158,Ático,Ático,"Ático Dúplex con carácter en pleno Centro Histórico. Este magnífico ático tiene una superficie de unos 209m2 aprox. , amplio salón comedor con techos altos y vigas vistas, paredes de mares, cocina amueblada y equipada, 3 habitaciones, 2 baños (1 en suite). Desde el salón se accede a la terraza con maravillosas vistas al centro histórico. Una de las habitaciones tiene un baño y una pequeña cocina (ideal para invitados). La casa está equipada con aire acondicionado, calefacción, suelo radiante en los baños, plaza de garaje, trastero. Primerísimas calidades.",871240801,barrio Sindicat,1745000,3
Islas Baleares,99273056,Casa independiente,Chalet,"Disfrutando de toda la Sierra de Tramontana y de sus idílicos paisajes y comodidades se encuentra una casa familiar, hecha con todo el amor del patriarca para su familia.  El propietario lo pensó todo para que su familia y él fueran felices en ella.  Soñó una casa con techos altos, habitaciones grandes y grandes ventanales con vistas espectaculares a la montaña y con el sol siempre presente.   Sus porches son ideales para disfrutar de todas las estaciones de la isla,  Siempre pensando en las mejores calidades y el las mayores comodidades(calefacción o AA).  Además pensó en su espacio único con una sala insonorizada para los amantes de la música y de las películas.  Yo me he enamorado de la casa, de la ubicación y de la energía que ha dejado esta maravillosa familia.  ¿Cuándo la vemos?",871244990,Puigpunyent,565000,4
Islas Baleares,102342170,Chalet pareado,Chalet,"Chalet pareado haciendo esquina con jardín y terraza. Este chalet tiene una superficie de unos 323m2 aproximadamente y consta de un amplio salón comedor de unos 50m2 aprox. con salida a terraza y al jardín, gran cocina amueblada de unos 35m2 aprox. con office y una despensa grande, coladuria, 4 habitaciones dobles con armarios (1 en planta baja), vestidor, 3 baños (1 en suite), suelos de gres, climalit, garaje en sótano para 2 o 3 coches, trastero, terrazas y jardín. Zona residencial bien comunicada.",871240801,barrio Son Ferriol,699000,4
Islas Baleares,102284136,Piso,Piso,"Este moderno y luminoso ático se ubica en Campos, próximo a múltiples servicios y zonas de interés. Además de gozar de una excelente localización, esta vivienda te aportará un hogar donde estar tranquilo y cómodo.  Las características principales de este piso son las siguientes: • Campos • 85m2 útiles • 2 habitaciones dobles • 1 baños •  8m2 de terraza • Extras: coladuría Este ático localizado en Campos dispone de 85m2 útiles y 2 dormitorios dobles.  Cuando entres por las puertas de tu nuevo hogar, llegaras a un acogedor recibidor. Conforme avances en su interior, llegarás hasta su amplio y cálido salón. Un espacio pensado para que puedas descansar y disfrutar de momentos de tranquilidad y buena compañía.  La cocina es amplia y muy cómoda, tiene estilo y espacio para poner una mesa grande. Dispondrás de  2 dormitorios todos ellos son dobles, uno de los dormitorios tiene armario empotrado. La terraza implica para ti tener un espacio exterior donde podrás desconectar de las actividades domésticas y dejar atrás las preocupaciones del día. Además de que favorece la iluminación natural en todo el inmueble y su ventilación. La espaciosa habitación principal goza de una iluminación natural estupenda y de una vista despejada hacia el pueblo y el campo. El piso ha sido totalmente reformado en 2017. Si quieres saber más información sobre este ático con terraza ubicado en Campos contacta con nosotros.",871185831,Campos,204900,2
Islas Baleares,101860546,Piso,Piso,"Palma. Paseo marítimo. Piso en residencial con piscina comunitaria y vistas al mar. Este piso tiene una superficie de unos 185m2 aproximadamente y consta de un amplio salón comedor de unos 70m2 con salida a la terraza, tiene una cocina amueblada integrada y vistas al mar. Tiene 3 habitaciones dobles, armarios, 2 baños (1 en suite), aseo, suelos de parquet, aire acondicionado frío- calor, terraza de unos 12m2, zona comunitaria con piscina, 1 plaza de garaje incluida, vistas al mar. Primeras calidades.",871240801,barrio Paseo Marítimo,1290000,3
Islas Baleares,100737395,"Piso en Calle de Lope de Vega, 3",Piso,"TaylorBuilding vende esta exclusiva   planta baja  a estrenar en zona céntrica de Palma de Mallorca. Trata de un piso muy luminoso de 60m2 con una habitación independiente en suite con con baño completo. Tiene un salón-comedor con cocina equipada  completamente con electrodomésticos de diseño de primera calidad y conecta con una gran coladuria. Terraza privada de 15m2 en la azotea del edificio. El piso es muy moderno y muy acogedor! La calidades del inmueble son: Aire Acondicionado por conductos, suelos de parquet, armarios empotrados revestidos, carpintería de exterior de PvC  con puente termico  y acristalamiento de doble capa y puerta blindada. Zona céntrica, cerca del casco histórico y zona comercial de Avenida Jaime III , restaurantes, supermercados, cerca del Paseo Marítimo junto a todos los servicios. ¡Si quiere más información no dude en contactarnos! Contacto directo propietario. El plano puede  no corresponder o ser aproximado. Descubre más en Desde 1996.",871240794,"Calle de Lope de Vega, 3",249000,1
Islas Baleares,101714126,"Piso en Calle de la Balanguera, 11",Piso,"Taylorbuilding vende este exclusivo piso situado en Plaza Madrid, trata de un piso de 4 habitaciones y 3 baños completos. Es una vivienda amplia y luminosa que cuenta con 203 metros construidos, parking, trastero y ascensor. En cuanto a su distribución: Al entrar nos encontramos con un hall-recibidor que conecta con el pasillo que nos lleva a las habitaciones, todas de ellas dobles, con armarios y terraza propia. Desde el recibidor podemos acceder al comedor que es una de las partes mas amplias de la vivienda, con acceso a una terraza, junto está la cocina completa con isla y electrodomesticos. Más adelante nos encontramos con un baño de invitados. Ell salón, es amplio y luminoso cuenta con terraza y tiene orientación sur, vistas despejadas y elevadas. En cuanto a calidades: Carpintería interior de madera, carpintería exterior de aluminio, cocina completa con isla, aire acondicionado por split. ascensor, parking incluido en el precio con trastero propio, terrazas, suelos de terrazo, pre instalación de calefacción por radiador realizada, ultima planta del edificio, orientación sur. El plano puede NO corresponder o ser orientativo. ¡Si quiere realizar una visita no dude en contactarnos! Desde 1996.",871240794,"Calle de la Balanguera, 11",650000,4
Islas Baleares,26328362,Finca rústica,Casa Rural,"Palma. Zona a 10minutos de Palma. Finca rústica en solar de 4. 500 m2 aprox. con piscina. Vivienda de 400 m2 construidos, amplio salón comedor, 2 chimeneas, amplia cocina amueblada y equipada con office, coladuria, 4 dormitorios dobles, 2 baños, calefacción, climalit, suelos gres, piscina, terrazas, porches, amplio terreno con jardín de unos 2.000m2 aprox. , plaza de garaje para 4 coches, trasteros, piscina privada. Con licencia vacacional. Zona muy tranquila y bien comunicada.",871240801,barrio Establiments - Son Sardina,1275000,4
