provincia,descripción,precio,caracteristicas
Ávila,"Finca rústica en calle Extrarradio, Maello","95,000 €",1 hab. 232 m²
Ávila,Piso en El Barco de Ávila,"65,000 €",3 hab. 80 m² Planta 1ª exterior sin ascensor
Ávila,"Ático en Centro, Ávila","115,000 €",1 hab. 68 m² Planta 7ª exterior con ascensor
Ávila,"Casa o chalet independiente en calle Concepcion, Santa Maria del Berrocal","19,000 €",4 hab. 186 m²
Ávila,"Casa o chalet independiente en camino de Monsalupe, Riocabado","98,000 €",4 hab. 158 m²
Ávila,"Chalet adosado en calle Países Bajos, Hervencias, Ávila","289,900 €",4 hab. 199 m²
Ávila,"Casa o chalet independiente en calle Circular II, Maello","190,000 €",3 hab. 234 m²
Ávila,"Casa o chalet independiente en calle Colonia Estación, Sanchidrian","65,000 €",3 hab. 59 m²
Ávila,"Chalet adosado en La Iglesia, San Pedro del Arroyo","54,000 €",3 hab. 137 m²
Ávila,"Chalet adosado en Bocin Palacios, 9, San Bartolomé de Corneja","26,000 €",1 hab. 66 m²
Ávila,"Chalet adosado en carretera de alcorcon-plasencia, Santa Maria del Tiétar","110,000 €",4 hab. 202 m²
Ávila,"Piso en calle Alfredo Abella, Sonsoles, Ávila","54,000 €",3 hab. 91 m² Planta 3ª exterior con ascensor
Ávila,"Casa o chalet independiente en Colonia Disco el 1f, La Cañada","125,000 €",4 hab. 115 m²
Ávila,"Casa o chalet independiente en calle Pico del Almanzor, Peñalba de Ávila","129,000 €",4 hab. 209 m²
Ávila,"Chalet adosado en calle la Flor, Las Navas del Marqués","160,000 €",3 hab. 170 m²
Ávila,"Casa o chalet independiente en calle Jaen, La Cañada","124,900 €",3 hab. 96 m²
Ávila,"Piso en calle Recaudador, El Tiemblo","69,900 €",4 hab. 84 m² Planta 2ª exterior sin ascensor
Ávila,"Piso en calle de la Igualdad, Sonsoles, Ávila","149,900 €",3 hab. 110 m² Bajo exterior con ascensor
Ávila,"Casa o chalet independiente en calle de la Noria, Las Navas del Marqués","150,000 €",5 hab. 229 m²
Ávila,"Piso en camino Piedralaves, 34, La Adrada","69,990 €",3 hab. 107 m² Planta 1ª exterior sin ascensor
Ávila,"Casa o chalet independiente en camino de las Viñas, Santa Cruz de Pinares","119,000 €",4 hab. 202 m²
Ávila,"Piso en avenida Alejandro Mas, Las Navas del Marqués","75,000 €",3 hab. 93 m² Planta 3ª exterior sin ascensor
Ávila,"Casa o chalet independiente en calle el Mediano, La Cañada","89,000 €",3 hab. 148 m²
Ávila,"Casa o chalet independiente en carretera Estacion, Sanchidrian","145,000 €",5 hab. 362 m²
Ávila,"Casa o chalet independiente en Av-924, Candeleda","399,000 €",4 hab. 397 m²
Ávila,Chalet adosado en Navalperal de Pinares,"139,000 €",3 hab. 225 m²
Ávila,"Piso en calle la Serrota, 1, Sur, Ávila","155,000 €",3 hab. 110 m² Planta 1ª exterior con ascensor
Ávila,"Casa o chalet independiente en travesía Santo Domingo, 8, Murallas, Ávila","69,000 €",1 hab. 110 m²
Ávila,"Casa o chalet independiente en camino Cepedas, Becedas","159,000 €",6 hab. 381 m²
Ávila,"Chalet adosado en calle Oviedo, Navaluenga","49,900 €",2 hab. 80 m²
Ávila,Casa o chalet independiente en Adanero,"20,000 €",3 hab. 170 m²
Ávila,"Piso en calle Virgen de Covadonga, San Antonio, Ávila","66,000 €",4 hab. 100 m² Planta 2ª exterior sin ascensor
Ávila,"Finca rústica en Hervencias Altas - El Pinar, Ávila","269,900 €",1 hab. 326 m²
Ávila,"Finca rústica en Sonsoles, Ávila","350,000 €",5 hab. 178 m²
Ávila,"Casa o chalet independiente en calle Candil, 14, Murallas, Ávila","620,000 €",6 hab. 223 m²
Ávila,"Casa o chalet independiente en Hervencias, Ávila","330,000 €",3 hab. 234 m²
Ávila,"Casa de pueblo en Álvaro de Luna, 19, Arenas de San Pedro","210,000 €",5 hab. 250 m²
Ávila,"Piso en vereda de las Mozas, 10, Universidad, Ávila","147,000 €",2 hab. 105 m² Bajo interior con ascensor
Ávila,"Piso en calle Blasco Jimeno, Murallas, Ávila","157,000 €",3 hab. 99 m² Planta 2ª exterior sin ascensor
Ávila,"Casa rural en calle San Roque, Burgohondo","57,000 €",3 hab. 129 m²
Ávila,"Casa o chalet independiente en Urbanizacion Las Damas, 268, Peguerinos","170,000 €",2 hab. 146 m²
Ávila,"Piso en avenida de la Juventud, Sonsoles, Ávila","132,000 €",3 hab. 105 m² Planta 1ª exterior con ascensor
Ávila,Castillo en Barraco,"2,950,000 €",7 hab. 1.000 m²
Ávila,"Piso en calle Vallespín, Murallas, Ávila","99,900 €",6 hab. 224 m² Bajo exterior sin ascensor
Ávila,Castillo en Cebreros,"2,950,000 €",7 hab. 1.000 m²
Ávila,"Casa o chalet independiente en calle Casimiro Hernández, Sur, Ávila","139,900 €",3 hab. 143 m²
Ávila,Piso en Las Navas del Marqués,"75,000 €",3 hab. 91 m² Planta 2ª exterior sin ascensor
Ávila,Casa o chalet independiente en Navalperal de Pinares,"100,000 €",3 hab. 194 m²
Ávila,"Casa o chalet independiente en Mercado Chico, s/n, Barraco","159,800 €",8 hab. 512 m²
Ávila,Casa o chalet independiente en Santa Cruz de Pinares,"95,000 €",4 hab. 237 m²
Ávila,"Casa o chalet independiente en avenida De Navalperal, 18, Las Navas del Marqués","170,000 €",8 hab. 265 m²
Ávila,Casa o chalet independiente en Las Navas del Marqués,"125,000 €",10 hab. 289 m²
Ávila,"Piso en Nueva, 35, Casavieja","43,000 €",3 hab. 80 m² Planta 1ª exterior sin ascensor
Ávila,"Casa o chalet independiente en Timoteo Sanchez, 27, Bularros","35,000 €",3 hab. 271 m²
Ávila,"Piso en Centro, Ávila","135,000 €",3 hab. 96 m² Planta 2ª exterior con ascensor
Ávila,"Casa de pueblo en plaza Vieja, 7, Poyales del Hoyo","98,000 €",5 hab. 194 m²
Ávila,Casa o chalet independiente en San Bartolomé de Pinares,"60,000 €",3 hab. 84 m²
Ávila,"Casa o chalet independiente en calle Barrio de Salamanca, 4, Navalperal de Pinares","129,000 €",1 hab. 195 m²
Ávila,Casa o chalet independiente en Muñana,"140,000 €",4 hab. 181 m²
Ávila,Casa o chalet independiente en La Cañada,"65,000 €",3 hab. 88 m²
Ávila,Piso en La Cañada,"48,000 €",3 hab. 98 m² Bajo exterior sin ascensor
Ávila,"Chalet pareado en calle los Pinillos, Cebreros","170,000 €",4 hab. 212 m²
Ávila,"Piso en calle Agustín Rodríguez Sahagún, Universidad, Ávila","155,000 €",3 hab. 100 m² Planta 1ª exterior con ascensor
Ávila,"Casa o chalet independiente en calle de la Cruz, La Cañada","260,000 €",3 hab. 121 m²
Ávila,"Chalet adosado en Av. Miguel de Cervantes, 36, El Barco de Ávila","106,000 €",3 hab. 128 m²
Ávila,"Chalet pareado en prado del moral, Sotillo de la Adrada","175,000 €",4 hab. 158 m²
Ávila,"Chalet pareado en calle Prado Moral, 3, Sotillo de la Adrada","175,000 €",4 hab. 158 m²
Ávila,"Chalet adosado en travesía De Los Pinos, 17, Piedralaves","173,000 €",3 hab. 210 m²
Ávila,"Casa o chalet independiente en camino del nispero, 11, El Tiemblo","160,000 €",2 hab. 137 m²
Ávila,"Piso en calle Agustín Rodríguez Sahagún, Universidad, Ávila","99,700 €",1 hab. 64 m² Planta 5ª exterior con ascensor
Ávila,"Chalet adosado en calle Iglesia, Navaluenga","64,900 €",3 hab. 113 m²
Ávila,"Chalet adosado en calle San Blas, El Fresno","134,900 €",3 hab. 180 m²
Ávila,"Casa o chalet independiente en calle Circular II, Maello","135,000 €",3 hab. 90 m²
Burgos,"Chalet adosado en calle Endrinal, Villatoro, Burgos","220,000 €",5 hab. 234 m²
Burgos,"Piso en avenida Cantabria, Los Vadillos - R. Sanitaria - Pozanos, Burgos","169,000 €",4 hab. 120 m² exterior con ascensor
Burgos,"Chalet adosado en carretera de Arcos, San Pedro y San Felices, Burgos","190,000 €",6 hab. 144 m²
Burgos,"Piso en calle San Zadornil, San Pedro de la Fuente, Burgos","155,000 €",3 hab. 106 m² Planta 3ª exterior con ascensor
Burgos,"Piso en calle Calera, Santa Teresa-San Pedro Cardeña, Burgos","375,000 €",4 hab. 186 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Sagrada Familia, Los Vadillos - R. Sanitaria - Pozanos, Burgos","169,900 €",3 hab. 100 m² exterior con ascensor
Burgos,"Dúplex en calle de Lain Calvo, Casco Antiguo, Burgos","480,000 €",3 hab. 169 m² Planta 5ª exterior con ascensor
Burgos,"Chalet pareado en calle colombia, Yagüe-Villalonquejar, Burgos","385,000 €",3 hab. 197 m²
Burgos,"Estudio en paseo del Espolón, Casco Antiguo, Burgos","595,000 €",157 m² Planta 2ª exterior con ascensor
Burgos,"Piso en calle Bailen, Plantío - Alcampo, Burgos","255,000 €",3 hab. 96 m² Planta 3ª exterior con ascensor
Burgos,"Piso en paseo de la Isla, San Pedro de la Fuente, Burgos","210,000 €",3 hab. 152 m² Planta 6ª exterior con ascensor
Burgos,"Dúplex en calle Condesa Mencía, Illera, Burgos","225,000 €",4 hab. 120 m² Planta 6ª exterior con ascensor
Burgos,"Piso en calle María Amigo, Gamonal - San Bruno - G9, Burgos","175,000 €",3 hab. 90 m² Planta 3ª exterior con ascensor
Burgos,"Piso en paseo de la Audiencia, Casco Antiguo, Burgos","255,000 €",2 hab. 124 m² Planta 4ª exterior con ascensor
Burgos,"Chalet adosado en calle Isabel de Portugal, San Julián-Bº de Cortes, Burgos","159,900 €",4 hab. 177 m²
Burgos,"Piso en paseo Espolón, Casco Antiguo, Burgos","520,000 €",3 hab. 192 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Alfonso VIII, Universidad - Las Huelgas, Burgos","320,000 €",3 hab. 190 m² Bajo exterior sin ascensor
Burgos,"Piso en paseo Espolón, Casco Antiguo, Burgos","390,000 €",2 hab. 138 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Fundación Sonsoles Ballvé, Gamonal - San Bruno - G9, Burgos","185,000 €",3 hab. 102 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Sagrada Familia, Los Vadillos - R. Sanitaria - Pozanos, Burgos","129,000 €",3 hab. 70 m² Planta 11ª exterior con ascensor
Burgos,"Piso en avenida Reyes Católicos, Reyes Católicos, Burgos","235,000 €",4 hab. 158 m² Planta 6ª exterior con ascensor
Burgos,"Piso en calle Marqués de Berlanga, s/n, Illera, Burgos","128,000 €",2 hab. 70 m² Planta 2ª exterior con ascensor
Burgos,"Piso en calle del Morco, Villa Pilar, Burgos","265,000 €",3 hab. 124 m² Planta 3ª exterior con ascensor
Burgos,"Piso en calle Oscar Romero, Fuentecillas-S7-S8, Burgos","185,000 €",3 hab. 108 m² exterior con ascensor
Burgos,"Piso en calle San Bruno, Gamonal - San Bruno - G9, Burgos","160,000 €",3 hab. 79 m² Planta 1ª exterior con ascensor
Burgos,"Piso en avenida del Cid, Los Vadillos - R. Sanitaria - Pozanos, Burgos","224,900 €",2 hab. 81 m² Planta 3ª exterior con ascensor
Burgos,"Chalet adosado en calle Rey Don Pedro, Los Vadillos - R. Sanitaria - Pozanos, Burgos","390,000 €",5 hab. 230 m²
Burgos,"Piso en calle Averroes, Juan XXIII - Las Torres - G2, Burgos","304,000 €",4 hab. 154 m² Planta 2ª exterior con ascensor
Burgos,"Piso en calle Fuenteovejuna, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","169,000 €",2 hab. 77 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Gonzalo de Berceo, Juan XXIII - Las Torres - G2, Burgos","213,000 €",3 hab. 121 m² Planta 4ª exterior con ascensor
Burgos,"Chalet en calle Padre Diego Luis San Vítores, Santa Teresa-San Pedro Cardeña, Burgos","820,000 €",4 hab. 460 m²
Burgos,"Casa o chalet independiente en calle Federico Salvador Puy, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","350,000 €",4 hab. 184 m²
Burgos,"Piso en calle San Francisco, Los Vadillos - R. Sanitaria - Pozanos, Burgos","116,000 €",3 hab. 74 m² Planta 7ª exterior con ascensor
Burgos,"Piso en calle Fuenteovejuna, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","169,000 €",2 hab. 77 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Aranda de Duero, El Carmen-Barrio Gimeno, Burgos","398,000 €",4 hab. 125 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Victoria Balfe, Illera, Burgos","195,000 €",4 hab. 114 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Victoria Balfe, Illera, Burgos","195,000 €",3 hab. 112 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle del Burgense, Santa Teresa-San Pedro Cardeña, Burgos","250,000 €",6 hab. 189 m² exterior con ascensor
Burgos,"Piso en avenida del Cid Campeador, Los Vadillos - R. Sanitaria - Pozanos, Burgos","170,000 €",4 hab. 111 m² Planta 7ª exterior con ascensor
Burgos,"Piso en avenida de la Paz, Reyes Católicos, Burgos","380,000 €",4 hab. 196 m² Planta 4ª exterior con ascensor
Burgos,"Chalet adosado en calle de Juan Albarellos, Los Vadillos - R. Sanitaria - Pozanos, Burgos","795,000 €",7 hab. 285 m²
Burgos,"Piso en plaza Roma, Gamonal - San Bruno - G9, Burgos","139,900 €",3 hab. 95 m² Planta 1ª exterior con ascensor
Burgos,"Piso en avenida de Valencia del Cid, San Julián-Bº de Cortes, Burgos","115,000 €",3 hab. 86 m² Planta 7ª interior con ascensor
Burgos,"Piso en avenida del Cid Campeador, Villa Pilar, Burgos","298,000 €",6 hab. 182 m² Planta 8ª exterior con ascensor
Burgos,"Piso en calle Vitoria, Villa Pilar, Burgos","325,000 €",7 hab. 256 m² exterior con ascensor
Burgos,"Piso en calle Francisco Grandmontagne, Gamonal - San Bruno - G9, Burgos","89,900 €",3 hab. 73 m² Planta 9ª exterior con ascensor
Burgos,"Piso en calle Vitoria, Villa Pilar, Burgos","360,000 €",5 hab. 166 m² Planta 6ª exterior con ascensor
Burgos,"Piso en calle Malaga, Bda. Inmaculada - Zurbarán, Burgos","85,000 €",3 hab. 75 m² Planta 3ª exterior con ascensor
Burgos,"Dúplex en avenida de Castilla y León, Juan XXIII - Las Torres - G2, Burgos","199,000 €",3 hab. 116 m² Planta 3ª exterior con ascensor
Burgos,"Piso en calle de la Puebla, Villa Pilar, Burgos","168,000 €",2 hab. 92 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Rey Don Pedro, Los Vadillos - R. Sanitaria - Pozanos, Burgos","175,000 €",4 hab. 100 m² Planta 3ª exterior con ascensor
Burgos,"Piso en calle de Sevilla, Bda. Inmaculada - Zurbarán, Burgos","103,000 €",3 hab. 73 m² Planta 1ª exterior con ascensor
Burgos,"Piso en plaza San Bruno, Gamonal - San Bruno - G9, Burgos","102,000 €",3 hab. 85 m² Planta 6ª exterior con ascensor
Burgos,"Piso en calle de José Vicente del Val, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","145,000 €",2 hab. 57 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Soria, Reyes Católicos, Burgos","299,900 €",3 hab. 92 m² Planta 3ª exterior con ascensor
Burgos,"Piso en calle Fuenteovejuna, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","155,000 €",2 hab. 70 m² Planta 1ª exterior con ascensor
Burgos,"Piso en paseo Regino Sainz de la Maza, Villa Pilar, Burgos","360,000 €",5 hab. 174 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Francisco Grandmontagne, Gamonal - San Bruno - G9, Burgos","135,000 €",3 hab. 77 m² Planta 5ª exterior con ascensor
Burgos,"Piso en calle de Calleja y Zurita, San Agustín-Parque Europa, Burgos","139,900 €",3 hab. 78 m² Planta 5ª exterior con ascensor
Burgos,"Piso en calle José María Codón, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","159,000 €",2 hab. 85 m² Planta 1ª exterior con ascensor
Burgos,"Piso en Universidad - Las Huelgas, Burgos","216,000 €",3 hab. 118 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Parque Juan Pablo II, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","146,000 €",2 hab. 70 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Antonio García Martín, Bda. Militar 2 de Mayo - Capiscol, Burgos","139,000 €",2 hab. 70 m² Planta 1ª exterior con ascensor
Burgos,"Piso en Juan XXIII - Las Torres - G2, Burgos","75,000 €",3 hab. 68 m² Planta 1ª exterior con ascensor
Burgos,"Piso en Gamonal - San Bruno - G9, Burgos","160,000 €",3 hab. 78 m² Planta 1ª exterior con ascensor
Burgos,"Piso en Casco Antiguo, Burgos","50,000 €",1 hab. 56 m² Planta 5ª exterior
Burgos,"Piso en calle Emperador, San Pedro de la Fuente, Burgos","79,000 €",2 hab. 76 m² exterior con ascensor
Burgos,"Piso en calle Abad Maluenda, Los Vadillos - R. Sanitaria - Pozanos, Burgos","228,500 €",3 hab. 93 m² exterior con ascensor
Burgos,"Piso en calle Severo Ochoa, Juan XXIII - Las Torres - G2, Burgos","118,000 €",3 hab. 70 m² exterior con ascensor
Burgos,"Piso en avenida de la Paz, Reyes Católicos, Burgos","340,000 €",3 hab. 117 m² Planta 2ª exterior con ascensor
Burgos,"Piso en calle Luis Alberdi, Gamonal - San Bruno - G9, Burgos","103,000 €",3 hab. 74 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Vitoria, Gamonal - San Bruno - G9, Burgos","89,000 €",3 hab. 75 m² Planta 8ª interior con ascensor
Burgos,"Chalet adosado en calle Hijos de Santiago Rodríguez, Santa Teresa-San Pedro Cardeña, Burgos","812,000 €",4 hab. 330 m²
Burgos,"Piso en calle San Pedro y San Felices, San Pedro y San Felices, Burgos","299,000 €",3 hab. 177 m² Planta 2ª exterior con ascensor
Burgos,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos","109,900 €",3 hab. 86 m² exterior con ascensor
Burgos,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos","350,000 €",5 hab. 171 m² exterior con ascensor
Burgos,"Piso en calle de Manuel Muñoz Guillén, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","133,000 €",2 hab. 74 m² Entreplanta exterior con ascensor
Burgos,"Ático en calle de las Calzadas, Villa Pilar, Burgos","140,000 €",3 hab. 70 m² Planta 6ª exterior con ascensor
Burgos,"Piso en Los Vadillos - R. Sanitaria - Pozanos, Burgos","84,000 €",3 hab. 83 m² Planta 1ª interior con ascensor
Burgos,"Piso en calle Madrid, San Agustín-Parque Europa, Burgos","89,000 €",3 hab. 96 m² Planta 3ª exterior sin ascensor
Burgos,"Piso en avenida de la Constitución Española, Gamonal - San Bruno - G9, Burgos","149,000 €",4 hab. 103 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle La Merced, El Carmen-Barrio Gimeno, Burgos","250,000 €",6 hab. 280 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Vitoria, Villa Pilar, Burgos","179,000 €",3 hab. 85 m² Planta 8ª exterior con ascensor
Burgos,"Piso en calle Vitoria, Juan XXIII - Las Torres - G2, Burgos","95,000 €",2 hab. 70 m² Planta 5ª exterior con ascensor
Burgos,"Piso en avenida de los Derechos Humanos, 09007, Gamonal - San Bruno - G9, Burgos","89,000 €",3 hab. 75 m² Planta 10ª exterior con ascensor
Burgos,"Dúplex en avenida de Castilla y León, Illera, Burgos","205,000 €",3 hab. 120 m² Planta 12ª exterior con ascensor
Burgos,"Piso en calle Calzadas, Villa Pilar, Burgos","399,000 €",5 hab. 161 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Vitoria, Villa Pilar, Burgos","77,500 €",1 hab. 45 m² Planta 4ª exterior sin ascensor
Burgos,"Piso en calle Alejandro Yagüe, Gamonal - San Bruno - G9, Burgos","125,000 €",3 hab. 90 m² Planta 1ª interior con ascensor
Burgos,"Piso en calle de Nuestra Señora de Belén, San Agustín-Parque Europa, Burgos","173,000 €",3 hab. 83 m² Planta 5ª exterior con ascensor
Burgos,"Piso en calle Santiago Apóstol, Gamonal - San Bruno - G9, Burgos","139,900 €",2 hab. 65 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Real, Bda. Militar 2 de Mayo - Capiscol, Burgos","85,000 €",3 hab. 81 m² Planta 1ª exterior con ascensor
Burgos,"Dúplex en calle de las Corazas, Los Vadillos - R. Sanitaria - Pozanos, Burgos","169,500 €",2 hab. 83 m² Planta 1ª exterior con ascensor
Burgos,"Dúplex en calle Diego Laínez, Los Vadillos - R. Sanitaria - Pozanos, Burgos","970,000 €",5 hab. 297 m² Planta 6ª exterior con ascensor
Burgos,"Piso en calle Vitoria, Villa Pilar, Burgos","239,900 €",4 hab. 139 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Santiago, Gamonal - San Bruno - G9, Burgos","169,000 €",4 hab. 110 m² Planta 5ª exterior con ascensor
Burgos,"Piso en calle Aparicio y Ruiz, 3, Casco Antiguo, Burgos","390,000 €",5 hab. 173 m² Planta 4ª exterior con ascensor
Burgos,"Piso en camino Casa de la Vega, Illera, Burgos","69,000 €",3 hab. 65 m² Planta 3ª exterior sin ascensor
Burgos,"Piso en calle Oxford, Universidad - Las Huelgas, Burgos","175,000 €",3 hab. 167 m² Planta 1ª exterior con ascensor
Burgos,"Piso en camino Casa de la Vega, Illera, Burgos","96,000 €",3 hab. 80 m² Planta 10ª exterior con ascensor
Burgos,"Chalet adosado en Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","335,000 €",4 hab. 230 m²
Burgos,"Piso en calle Aparicio y Ruiz, Casco Antiguo, Burgos","390,000 €",5 hab. 174 m² Planta 4ª exterior con ascensor
Burgos,"Dúplex en calle María de Zayas, 6, San Agustín-Parque Europa, Burgos","179,900 €",4 hab. 150 m² Planta 2ª exterior con ascensor
Burgos,"Piso en Gamonal - San Bruno - G9, Burgos","129,000 €",3 hab. 71 m² Planta 1ª exterior con ascensor
Burgos,"Chalet pareado en calle los Colonia, San Julián-Bº de Cortes, Burgos","310,000 €",3 hab. 147 m²
Burgos,"Piso en calle Teresa Jornet Santa Fundadora, Villimar - V1 - V2 - S3 - S4 - San Cristobal, Burgos","139,900 €",2 hab. 64 m² Planta 5ª exterior con ascensor
Burgos,"Piso en calle de Rivalamora, San Julián-Bº de Cortes, Burgos","179,000 €",3 hab. 83 m² Planta 2ª exterior con ascensor
Burgos,"Piso en San Pedro de la Fuente, Burgos","155,000 €",3 hab. 104 m² Planta 3ª exterior con ascensor
Burgos,"Chalet adosado en calle Iglesia, Villafría - La Ventilla - Castañares, Burgos","46,000 €",2 hab. 90 m²
Burgos,"Piso en calle San Cosme, El Carmen-Barrio Gimeno, Burgos","92,000 €",2 hab. 76 m² Planta 5ª exterior sin ascensor
Burgos,"Piso en calle de los Alfareros, San Pedro y San Felices, Burgos","50,160 €",3 hab. 60 m² Planta 3ª
Burgos,"Piso en Gamonal - San Bruno - G9, Burgos","145,000 €",4 hab. 117 m² Planta 4ª exterior con ascensor
Burgos,"Ático en Los Vadillos - R. Sanitaria - Pozanos, Burgos","79,000 €",2 hab. 55 m² Planta 3ª exterior sin ascensor
Burgos,Casa o chalet independiente en Villarcayo de Merindad de Castilla la Vieja,"395,000 €",4 hab. 204 m²
Burgos,"Chalet pareado en calle las Moreras, Revillarruz","155,000 €",3 hab. 149 m²
Burgos,"Chalet en calle Vitoria, Rubena","333,000 €",5 hab. 429 m²
Burgos,"Casa o chalet independiente en avenida Urbanización Río Arlanzón M1, Cardeñajimeno","784,000 €",6 hab. 400 m²
Burgos,"Dúplex en calle Bernardino Obregón, Universidad - Las Huelgas, Burgos","390,000 €",4 hab. 135 m² Planta 2ª exterior con ascensor
Burgos,"Casa o chalet independiente en calle Valmoral, s/n, Carcedo de Burgos","269,000 €",3 hab. 200 m²
Burgos,"Chalet pareado en Villatoro, Burgos","299,000 €",3 hab. 285 m²
Burgos,"Chalet pareado en Villatoro, Burgos","299,000 €",3 hab. 285 m²
Burgos,"Chalet pareado en calle San Roman, Arcos","199,000 €",3 hab. 189 m²
Burgos,"Chalet en calle Valle del Arlanzón, Ibeas de Juarros","295,000 €",3 hab. 220 m²
Burgos,"Piso en calle Cervantes, San Julián-Bº de Cortes, Burgos","119,000 €",4 hab. 98 m² exterior con ascensor
Burgos,"Piso en calle Navarrete, Universidad - Las Huelgas, Burgos","184,500 €",3 hab. 107 m² exterior con ascensor
Burgos,"Piso en calle Avila, San Pedro y San Felices, Burgos","97,000 €",1 hab. 66 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Guardia Civil, Reyes Católicos, Burgos","420,000 €",3 hab. 180 m² exterior sin ascensor
Burgos,"Piso en C. Sagrada Familia, 27, Los Vadillos - R. Sanitaria - Pozanos, Burgos","135,000 €",3 hab. 85 m² Planta 11ª exterior con ascensor
Burgos,"Piso en calle Francisco Salinas, s/n, Casco Antiguo, Burgos","184,000 €",3 hab. 110 m² Planta 3ª exterior con ascensor
Burgos,"Piso en calle Legión Española, San Agustín-Parque Europa, Burgos","128,000 €",3 hab. 87 m² Planta 7ª exterior con ascensor
Burgos,"Piso en calle Madrid, San Agustín-Parque Europa, Burgos","114,000 €",3 hab. 78 m² Planta 1ª exterior con ascensor
Burgos,"Piso en calle Martín Antolínez, Los Vadillos - R. Sanitaria - Pozanos, Burgos","180,000 €",4 hab. 118 m² Planta 3ª exterior con ascensor
Burgos,"Piso en Palencia, Universidad - Las Huelgas, Burgos","180,000 €",3 hab. 107 m² Bajo exterior con ascensor
Burgos,"Piso en calle Avila, San Pedro y San Felices, Burgos","109,000 €",3 hab. 70 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Progreso, Santa Teresa-San Pedro Cardeña, Burgos","240,000 €",3 hab. 151 m² Planta 2ª exterior con ascensor
Burgos,"Piso en calle Maese Calvo, Santa Teresa-San Pedro Cardeña, Burgos","129,000 €",1 hab. 58 m² Planta 3ª exterior con ascensor
Burgos,"Piso en calle Eduardo Martínez del Campo, Casco Antiguo, Burgos","185,000 €",4 hab. 105 m² Planta 6ª exterior con ascensor
Burgos,"Piso en calle Laín Calvo, Casco Antiguo, Burgos","220,000 €",3 hab. 165 m² Planta 1ª exterior con ascensor
Burgos,"Piso en Rosalía de Castro, Universidad - Las Huelgas, Burgos","182,000 €",3 hab. 100 m² Planta 2ª exterior con ascensor
Burgos,"Piso en calle Vitoria, Gamonal - San Bruno - G9, Burgos","155,000 €",2 hab. 65 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle Legión Española, San Agustín-Parque Europa, Burgos","99,000 €",3 hab. 86 m² Planta 5ª exterior con ascensor
Burgos,"Chalet en calle Virgen de las Aguas, Tardajos","199,000 €",4 hab. 133 m²
Burgos,"Piso en calle San Francisco, Los Vadillos - R. Sanitaria - Pozanos, Burgos","130,000 €",3 hab. 80 m² Planta 4ª exterior con ascensor
Burgos,"Piso en Illera, Burgos","97,000 €",3 hab. 85 m² Planta 7ª exterior con ascensor
Burgos,"Casa o chalet independiente en calle Cabestreros, Casco Antiguo, Burgos","179,000 €",2 hab. 102 m²
Burgos,"Piso en calle Francisco Salinas, San Pedro de la Fuente, Burgos","115,000 €",3 hab. 76 m² Planta 3ª exterior con ascensor
Burgos,"Piso en travesía san isidro, 1, Tenerías - Fuenteminaya - San Antón, Aranda de Duero","128,000 €",2 hab. 87 m² Planta 1ª exterior con ascensor
Burgos,"Piso en moratin, 17, El Ferial, Aranda de Duero","135,000 €",3 hab. 111 m² Planta 4ª exterior con ascensor
Burgos,"Piso en calle de las Calzadas, Villa Pilar, Burgos","134,900 €",3 hab. 78 m² Planta 2ª exterior con ascensor
